Transcript,Start,Stop
Y105C5A.12.1|cdna|chromosome:WBcel235:IV:15641476:15641799:-1|gene:WBGene00013636.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y105C5A.12,,
Y105C5A.13a.1|cdna|chromosome:WBcel235:IV:15641215:15643828:1|gene:WBGene00013637.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y105C5A.13,,
Y106G6A.1.1|cdna|chromosome:WBcel235:I:9936125:9938378:-1|gene:WBGene00013694.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y106G6A.1,150.0,153.0
Y106G6H.8.1|cdna|chromosome:WBcel235:I:10452178:10452895:1|gene:WBGene00013720.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y106G6H.8,,
Y113G7B.16.1|cdna|chromosome:WBcel235:V:20270107:20275732:1|gene:WBGene00013765.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cdkr-3,,
Y116A8C.25a.1|cdna|chromosome:WBcel235:IV:17075349:17078750:-1|gene:WBGene00013802.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:Y116A8C.25,42.0,45.0
ZC116.1b.1|cdna|chromosome:WBcel235:V:12609826:12610857:1|gene:WBGene00013853.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC116.1,948.0,
ZC376.8.1|cdna|chromosome:WBcel235:V:14180247:14181535:1|gene:WBGene00013879.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZC376.8,,
ZK20.4a.2|cdna|chromosome:WBcel235:II:11649096:11651213:-1|gene:WBGene00013925.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:coa-7,120.0,123.0
ZK262.2.1|cdna|chromosome:WBcel235:V:18410758:18412987:-1|gene:WBGene00013949.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK262.2,279.0,282.0
ZK265.6.1|cdna|chromosome:WBcel235:I:8255348:8256312:1|gene:WBGene00013958.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nol-16,15.0,18.0
ZK512.8.1|cdna|chromosome:WBcel235:III:9146031:9147411:1|gene:WBGene00013987.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK512.8,,
ZK632.2.1|cdna|chromosome:WBcel235:III:9799107:9802333:1|gene:WBGene00014011.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK632.2,351.0,354.0
ZK632.9.1|cdna|chromosome:WBcel235:III:9824877:9825445:-1|gene:WBGene00014016.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK632.9,,
ZK637.2.1|cdna|chromosome:WBcel235:III:8887751:8890143:1|gene:WBGene00014022.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK637.2,,
ZK637.4.1|cdna|chromosome:WBcel235:III:8894209:8894691:1|gene:WBGene00014024.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK637.4,288.0,
ZK809.5b.1|cdna|chromosome:WBcel235:IV:11656737:11659398:1|gene:WBGene00014087.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK809.5,12.0,15.0
ZK849.6.1|cdna|chromosome:WBcel235:I:14198612:14199099:-1|gene:WBGene00014104.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK849.6,,
ZK930.1a.1|cdna|chromosome:WBcel235:II:11908714:11915852:-1|gene:WBGene00014151.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:vps-15,84.0,87.0
ZK945.4.1|cdna|chromosome:WBcel235:II:10102975:10105704:-1|gene:WBGene00014166.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK945.4,204.0,207.0
ZK1010.3.1|cdna|chromosome:WBcel235:III:12979162:12980163:1|gene:WBGene00014177.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:frg-1,,
ZK1010.5.1|cdna|chromosome:WBcel235:III:12984493:12987542:-1|gene:WBGene00014179.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1010.5,,
ZK1098.4.1|cdna|chromosome:WBcel235:III:9543069:9544404:1|gene:WBGene00014221.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:eif-2Balpha,,
ZK1098.11.2|cdna|chromosome:WBcel235:III:9556507:9557454:1|gene:WBGene00014226.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1098.11,,
ZK1321.4b.1|cdna|chromosome:WBcel235:II:9770769:9774292:-1|gene:WBGene00014262.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ZK1321.4,135.0,138.0
B0205.5.1|cdna|chromosome:WBcel235:I:10740218:10740590:1|gene:WBGene00015020.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0205.5,,
B0222.9.1|cdna|chromosome:WBcel235:V:9168393:9173024:-1|gene:WBGene00015057.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:gad-3,48.0,51.0
B0273.1a.1|cdna|chromosome:WBcel235:IV:5493992:5495252:1|gene:WBGene00015097.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0273.1,78.0,81.0
B0304.2.1|cdna|chromosome:WBcel235:II:4523622:4524589:1|gene:WBGene00015134.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0304.2,798.0,
B0336.5b.1|cdna|chromosome:WBcel235:III:5692896:5693935:1|gene:WBGene00015145.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:arle-14,579.0,582.0
B0361.10.1|cdna|chromosome:WBcel235:III:7285983:7287603:-1|gene:WBGene00015164.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ykt-6,54.0,57.0
B0454.5.1|cdna|chromosome:WBcel235:II:3038859:3040822:1|gene:WBGene00015196.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0454.5,225.0,228.0
B0507.6.1|cdna|chromosome:WBcel235:V:8746158:8750177:1|gene:WBGene00015223.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0507.6,1197.0,1200.0
B0507.7.1|cdna|chromosome:WBcel235:V:8757489:8758718:-1|gene:WBGene00015224.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0507.7,39.0,42.0
B0545.4.1|cdna|chromosome:WBcel235:IV:108971:112054:-1|gene:WBGene00015247.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:B0545.4,,
B0546.1.1|cdna|chromosome:WBcel235:IV:3385903:3386901:1|gene:WBGene00015248.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mai-2,,
C01B10.7a.1|cdna|chromosome:WBcel235:IV:6638556:6639271:1|gene:WBGene00015281.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C01B10.7,168.0,171.0
C02B8.3.1|cdna|chromosome:WBcel235:X:8139446:8140243:1|gene:WBGene00015322.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C02B8.3,252.0,255.0
C02E7.6.1|cdna|chromosome:WBcel235:V:4919207:4919586:1|gene:WBGene00015339.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C02E7.6,,
C02E7.7.1|cdna|chromosome:WBcel235:V:4918154:4918585:-1|gene:WBGene00015340.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C02E7.7,,
C03A7.9.1|cdna|chromosome:WBcel235:V:5168275:5169686:-1|gene:WBGene00015367.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srt-64,81.0,84.0
C04E6.5.1|cdna|chromosome:WBcel235:V:5902133:5904831:1|gene:WBGene00015422.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04E6.5,18.0,21.0
C04E6.7.1|cdna|chromosome:WBcel235:V:5893312:5895208:1|gene:WBGene00015423.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04E6.7,549.0,552.0
C04E6.13.1|cdna|chromosome:WBcel235:V:5912726:5913757:1|gene:WBGene00015427.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04E6.13,351.0,
C04F1.1.1|cdna|chromosome:WBcel235:I:5726308:5729310:-1|gene:WBGene00015442.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04F1.1,297.0,300.0
C04G6.10.1|cdna|chromosome:WBcel235:II:5101984:5102647:1|gene:WBGene00015458.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C04G6.10,453.0,
C05D2.6a.2|cdna|chromosome:WBcel235:III:5600437:5603656:-1|gene:WBGene00015468.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:madf-11,45.0,48.0
C05E4.12.1|cdna|chromosome:WBcel235:V:761626:761978:-1|gene:WBGene00015491.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C05E4.12,237.0,
C06A5.2.1|cdna|chromosome:WBcel235:I:6006264:6007295:1|gene:WBGene00015500.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C06A5.2,,
C06E1.7.1|cdna|chromosome:WBcel235:III:8591239:8593720:-1|gene:WBGene00015522.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C06E1.7,39.0,42.0
C06E2.2.1|cdna|chromosome:WBcel235:X:8879649:8880406:1|gene:WBGene00015528.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C06E2.2,,
C06E4.7.1|cdna|chromosome:WBcel235:IV:7262237:7263237:-1|gene:WBGene00015536.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:glb-2,150.0,153.0
C06E7.1a.1|cdna|chromosome:WBcel235:IV:5848657:5850845:1|gene:WBGene00015538.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sams-3,159.0,162.0
C07H6.2.1|cdna|chromosome:WBcel235:III:7521004:7521438:1|gene:WBGene00015579.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C07H6.2,,
C08G5.6.1|cdna|chromosome:WBcel235:II:770553:772117:1|gene:WBGene00015618.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C08G5.6,483.0,
C09D4.1a.1|cdna|chromosome:WBcel235:I:5497679:5505385:1|gene:WBGene00015632.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C09D4.1,48.0,51.0
C10G11.9.1|cdna|chromosome:WBcel235:I:6274575:6275291:-1|gene:WBGene00015689.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:spch-2,,
C13A2.5.1|cdna|chromosome:WBcel235:V:7275791:7278472:1|gene:WBGene00015722.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C13A2.5,24.0,27.0
C14C11.3.1|cdna|chromosome:WBcel235:V:5654449:5658699:1|gene:WBGene00015767.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:hex-2,234.0,237.0
C16C8.5.1|cdna|chromosome:WBcel235:II:3444689:3445381:-1|gene:WBGene00015843.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C16C8.5,33.0,36.0
C16C8.16.1|cdna|chromosome:WBcel235:II:3445760:3446719:1|gene:WBGene00015853.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C16C8.16,,
C16D9.8.1|cdna|chromosome:WBcel235:V:8261390:8263566:-1|gene:WBGene00015863.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C16D9.8,,
C17G10.3.1|cdna|chromosome:WBcel235:II:5583036:5584752:1|gene:WBGene00015917.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C17G10.3,1074.0,
C18B10.1.1|cdna|chromosome:WBcel235:V:7493880:7495289:-1|gene:WBGene00015958.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:srbc-11,180.0,183.0
C18E3.5.1|cdna|chromosome:WBcel235:I:4193241:4203303:1|gene:WBGene00015974.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:snrp-40.2,210.0,213.0
C23H3.4a.2|cdna|chromosome:WBcel235:II:51072:57576:1|gene:WBGene00016020.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sptl-1,513.0,516.0
C24A8.5.1|cdna|chromosome:WBcel235:X:4328400:4328916:-1|gene:WBGene00016039.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C24A8.5,,
C24D10.4.1|cdna|chromosome:WBcel235:IV:5160522:5161388:1|gene:WBGene00016055.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C24D10.4,,
C25H3.5.1|cdna|chromosome:WBcel235:II:5680980:5682667:1|gene:WBGene00016114.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:flp-27,288.0,
C25H3.10a.1|cdna|chromosome:WBcel235:II:5696585:5698969:-1|gene:WBGene00016119.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C25H3.10,984.0,
C29E4.12.1|cdna|chromosome:WBcel235:III:7941057:7941614:1|gene:WBGene00016209.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C29E4.12,,
C29F5.1.1|cdna|chromosome:WBcel235:II:6303424:6306283:1|gene:WBGene00016210.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C29F5.1,237.0,240.0
C30F8.2.1|cdna|chromosome:WBcel235:I:5079911:5082279:-1|gene:WBGene00016258.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:vha-16,126.0,129.0
C31H1.6a.1|cdna|chromosome:WBcel235:IV:5800336:5807093:-1|gene:WBGene00016289.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:lntl-1,9.0,12.0
C32D5.12.1|cdna|chromosome:WBcel235:II:6356416:6359005:-1|gene:WBGene00016319.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C32D5.12,198.0,201.0
C32E8.1.1|cdna|chromosome:WBcel235:I:3796153:3796696:1|gene:WBGene00016320.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C32E8.1,273.0,276.0
C32E8.4.3|cdna|chromosome:WBcel235:I:3783835:3784435:1|gene:WBGene00016322.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C32E8.4,,
C32E8.5.1|cdna|chromosome:WBcel235:I:3782118:3783294:1|gene:WBGene00016323.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C32E8.5,,
C32F10.1a.2|cdna|chromosome:WBcel235:I:5829072:5834640:1|gene:WBGene00016331.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:obr-4,168.0,171.0
C33E10.8.1|cdna|chromosome:WBcel235:X:17293094:17294828:-1|gene:WBGene00016349.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C33E10.8,114.0,117.0
C34E10.8.1|cdna|chromosome:WBcel235:III:5249075:5254187:-1|gene:WBGene00016409.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sumv-1,99.0,102.0
C35B1.2a.1|cdna|chromosome:WBcel235:IV:4086212:4102907:1|gene:WBGene00016432.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C35B1.2,597.0,600.0
C35D10.7a.1|cdna|chromosome:WBcel235:III:4856193:4859240:1|gene:WBGene00016444.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C35D10.7,177.0,180.0
C35D10.13.1|cdna|chromosome:WBcel235:III:4877526:4878311:-1|gene:WBGene00016449.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:tost-1,,
C35E7.11.1|cdna|chromosome:WBcel235:I:10844772:10845922:1|gene:WBGene00016463.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C35E7.11,525.0,
C39F7.5.1|cdna|chromosome:WBcel235:V:1264773:1270160:1|gene:WBGene00016540.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C39F7.5,285.0,288.0
C40A11.2.2|cdna|chromosome:WBcel235:II:2146950:2148722:1|gene:WBGene00016545.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C40A11.2,306.0,309.0
C42C1.13b.1|cdna|chromosome:WBcel235:IV:12278729:12279545:1|gene:WBGene00016591.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C42C1.13,,
C44B11.6.1|cdna|chromosome:WBcel235:III:3152722:3153471:1|gene:WBGene00016635.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C44B11.6,291.0,
C45B2.2.1|cdna|chromosome:WBcel235:X:6084739:6085189:1|gene:WBGene00016659.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C45B2.2,,
C46H11.7.1|cdna|chromosome:WBcel235:I:5042102:5043453:-1|gene:WBGene00016731.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C46H11.7,204.0,207.0
C48E7.2.1|cdna|chromosome:WBcel235:I:6255035:6257791:1|gene:WBGene00016750.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:let-611,,
C49H3.12a.1|cdna|chromosome:WBcel235:IV:7926748:7927315:-1|gene:WBGene00016795.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C49H3.12,,
C50A2.4.2|cdna|chromosome:WBcel235:IV:1159637:1160484:-1|gene:WBGene00016798.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ets-8,132.0,135.0
C50D2.5.1|cdna|chromosome:WBcel235:II:98404:98961:1|gene:WBGene00016808.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C50D2.5,471.0,
C50E3.5.1|cdna|chromosome:WBcel235:V:7587996:7594740:1|gene:WBGene00016816.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C50E3.5,63.0,66.0
C50F2.7.1|cdna|chromosome:WBcel235:I:3900407:3901437:-1|gene:WBGene00016840.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C50F2.7,,
C50F7.5.1|cdna|chromosome:WBcel235:IV:7726718:7727951:1|gene:WBGene00016845.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C50F7.5,,
C52B9.4.1|cdna|chromosome:WBcel235:X:4260652:4264591:1|gene:WBGene00016867.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C52B9.4,39.0,42.0
C54D1.7.1|cdna|chromosome:WBcel235:X:7153889:7156035:-1|gene:WBGene00016914.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C54D1.7,,
C54F6.5.1|cdna|chromosome:WBcel235:V:7529116:7529450:1|gene:WBGene00016923.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C54F6.5,,
C54F6.6.1|cdna|chromosome:WBcel235:V:7523692:7524092:1|gene:WBGene00016924.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C54F6.6,,
C56C10.7a.1|cdna|chromosome:WBcel235:II:6584409:6587569:-1|gene:WBGene00016964.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:C56C10.7,396.0,399.0
D1005.3.2|cdna|chromosome:WBcel235:X:1452695:1454000:-1|gene:WBGene00016997.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:cebp-1,,
D1007.10b.1|cdna|chromosome:WBcel235:I:4586273:4589463:1|gene:WBGene00017007.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:D1007.10,144.0,147.0
E04F6.8.1|cdna|chromosome:WBcel235:II:7210731:7211380:-1|gene:WBGene00017127.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:E04F6.8,,
F01E11.1.1|cdna|chromosome:WBcel235:X:6991727:6994162:1|gene:WBGene00017154.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ugt-57,261.0,264.0
F02E11.3.1|cdna|chromosome:WBcel235:II:3272349:3275023:-1|gene:WBGene00017181.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F02E11.3,,
F07E5.2.1|cdna|chromosome:WBcel235:II:2051669:2052745:1|gene:WBGene00017208.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:fbxb-35,216.0,219.0
F08B4.4.1|cdna|chromosome:WBcel235:IV:8678695:8679325:-1|gene:WBGene00017236.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nlp-60,,
F08D12.10.1|cdna|chromosome:WBcel235:II:2772389:2773634:-1|gene:WBGene00017253.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:sdz-9,273.0,276.0
F08F8.6.1|cdna|chromosome:WBcel235:III:7343675:7345855:1|gene:WBGene00017271.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F08F8.6,36.0,39.0
F09F7.6.1|cdna|chromosome:WBcel235:III:5551232:5552131:-1|gene:WBGene00017303.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F09F7.6,,
F09G8.7.1|cdna|chromosome:WBcel235:III:8267921:8268355:-1|gene:WBGene00017321.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F09G8.7,,
F10D2.6.1|cdna|chromosome:WBcel235:V:7141942:7145318:-1|gene:WBGene00017332.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ugt-37,48.0,51.0
F10E7.8b.1|cdna|chromosome:WBcel235:II:7101218:7105030:-1|gene:WBGene00017349.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:farl-11,24.0,27.0
F10G2.2.1|cdna|chromosome:WBcel235:V:7331168:7331779:1|gene:WBGene00017363.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F10G2.2,,
F10G2.9.1|cdna|chromosome:WBcel235:V:7340436:7341484:-1|gene:WBGene00017367.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nhr-263,27.0,30.0
F11C7.2.1|cdna|chromosome:WBcel235:X:17396814:17397798:1|gene:WBGene00017376.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F11C7.2,270.0,
F11G11.13.1|cdna|chromosome:WBcel235:II:4875280:4875666:-1|gene:WBGene00017388.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F11G11.13,30.0,33.0
F13A2.2.1|cdna|chromosome:WBcel235:V:4382916:4385242:-1|gene:WBGene00017411.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F13A2.2,51.0,54.0
F14D2.2.2|cdna|chromosome:WBcel235:II:3359139:3359929:1|gene:WBGene00017451.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:lido-14,,
F14D2.12.1|cdna|chromosome:WBcel235:II:3345218:3346378:-1|gene:WBGene00017460.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:bath-30,177.0,180.0
F14F9.2.1|cdna|chromosome:WBcel235:V:5144831:5145781:1|gene:WBGene00017465.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F14F9.2,,
F15E6.3.1|cdna|chromosome:WBcel235:IV:4294877:4295687:1|gene:WBGene00017484.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F15E6.3,,
F15E6.4.1|cdna|chromosome:WBcel235:IV:4291467:4291872:1|gene:WBGene00017485.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F15E6.4,258.0,
F15E6.6.1|cdna|chromosome:WBcel235:IV:4278825:4284120:-1|gene:WBGene00017487.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F15E6.6,27.0,30.0
F16B4.4.1|cdna|chromosome:WBcel235:V:1594019:1594665:1|gene:WBGene00017506.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F16B4.4,36.0,39.0
F16B4.9.1|cdna|chromosome:WBcel235:V:1603934:1607846:-1|gene:WBGene00017510.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:nhr-178,108.0,111.0
F18C5.4.1|cdna|chromosome:WBcel235:II:6563796:6565154:-1|gene:WBGene00017559.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:mpz-3,78.0,81.0
F18E9.1.1|cdna|chromosome:WBcel235:X:8601535:8602366:1|gene:WBGene00017568.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F18E9.1,,
F18E9.3.1|cdna|chromosome:WBcel235:X:8586147:8590290:1|gene:WBGene00017569.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F18E9.3,102.0,105.0
F20A1.1.1|cdna|chromosome:WBcel235:V:7051679:7052179:1|gene:WBGene00017613.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F20A1.1,,
F20D6.11.1|cdna|chromosome:WBcel235:V:8196774:8199094:-1|gene:WBGene00017640.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F20D6.11,48.0,51.0
F21A9.2.1|cdna|chromosome:WBcel235:I:3706030:3709435:-1|gene:WBGene00017651.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F21A9.2,219.0,222.0
F21E9.4.1|cdna|chromosome:WBcel235:X:1343837:1344410:-1|gene:WBGene00017668.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:ins-39,,
F22H10.3.1|cdna|chromosome:WBcel235:X:16677340:16677738:-1|gene:WBGene00017727.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F22H10.3,315.0,318.0
F25B4.4.1|cdna|chromosome:WBcel235:V:5684875:5685728:1|gene:WBGene00017767.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F25B4.4,63.0,66.0
F25B4.8a.1|cdna|chromosome:WBcel235:V:5690103:5691570:-1|gene:WBGene00017771.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F25B4.8,90.0,
F26D11.2.1|cdna|chromosome:WBcel235:V:7959270:7960958:1|gene:WBGene00017819.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F26D11.2,,
F28F5.6.1|cdna|chromosome:WBcel235:III:6817316:6819372:-1|gene:WBGene00017905.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F28F5.6,,
F29C4.4.2|cdna|chromosome:WBcel235:IV:111624:111862:1|gene:WBGene00017927.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F29C4.4,201.0,
F31D5.6.1|cdna|chromosome:WBcel235:II:4209738:4210066:1|gene:WBGene00017949.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F31D5.6,,
F32D1.6b.1|cdna|chromosome:WBcel235:V:4373762:4374874:-1|gene:WBGene00017985.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:neg-1,399.0,402.0
F33G12.3.1|cdna|chromosome:WBcel235:II:5031757:5034035:-1|gene:WBGene00018015.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:F33G12.3,204.0,207.0
F33G12.4.1|cdna|chromosome:WBcel235:II:5034142:5036439:-1|gene:WBGene00018016.1|gene_biotype:protein_coding|transcript_biotype:protein_coding|gene_symbol:lrr-1,24.0,27.0
